"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"19837","PS.OLIV",85,0.713908415652089,0,0.930041990907494,0.832163928401493,1.03943234659632,-0.806282995287424,-0.985240033572413,-0.627325957002435,1,0.198678252064323,NA,NA
"19838","AC.NIGR",25,0.30020802832607,0.00457770287538262,1.19891192104506,0.811381221940883,1.7715344594562,-1.59265279742021,-2.59572892447474,-0.589576670365684,1,0.355802355200053,NA,NA
"19839","AC.OLIV",7,0.666468078598252,0.0250707681071682,0.581599552043606,0.447566386568509,0.755771767247196,-0.266734810982511,-0.609961019062089,0.0764913970970663,1,0.00267375411030257,NA,NA
"19840","CE.FLAV",34,0.319725107503771,0.00049263621848139,1.5781756058957,1.1993707137472,2.07662086000312,-2.10450366208289,-2.88178912995204,-1.32721819421374,1,0.00154653880508304,NA,NA
"19841","CH.SORD",71,0.731580442815672,0,1.26220082444792,1.11993600860735,1.42253745659817,-1.6349999022279,-1.98739077613401,-1.28260902832179,1,0.000212861902129102,NA,NA
"19842","SC.FREN",50,0.370966800762923,2.68452099172478e-06,1.22851088181853,0.871742324118668,1.73129025055929,-1.66794960709173,-2.71424913779047,-0.621650076392983,1,0.239432135621001,NA,NA
"19843","SC.RUBR",10,0.975929532764938,9.26874674789246e-08,1.13537855969459,0.809483898521589,1.59247697967617,-1.38796305432413,-2.38534638909584,-0.39057971955241,1,0.419308066453366,NA,NA
"19844","CH.ORNA",73,0.00187141212012204,0.71630397690258,1.89992389440691,1.43953765299491,2.50754872373672,-2.91341359854857,-4.04465893109605,-1.78216826600108,1,6.48559326799081e-06,NA,NA
"19845","CA.MELA",12,0.933742349245593,3.233180354556e-07,0.899314298796958,0.667063678790969,1.21242728953033,-0.585631234943922,-1.30816659857839,0.136904128690542,1,0.452723123410332,NA,NA
"19846","AP.FURC",36,0.595833292402078,3.54099753963055e-08,0.816569587188593,0.674337543949086,0.988801375074695,-0.203514127986568,-0.577528062777226,0.17049980680409,1,0.0384656015587458,NA,NA
