pk_SpecimenID,RT.OldID,SiteName,SpeciesCode,SciName,Guild,FishLevel,CollNotes,Weight (g),TL,FL,SL,GapeHeight,GapeWidth,log2biomass,PreySizeInStomach,SizeClass,StomachContents,DissNotes
1488,KIF11_121,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,115.70,184.0,162.0,131.0,19.5,16.0,6.854,,64 - 128 g,acanthurid goop,
1490,KIF11_123,38,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,215.80,230.0,209.0,183.0,22.6,19.4,7.754,,128 - 256 g,"gut, typical",
1500,KIF11_133,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,151.80,205.0,183.0,150.0,20.0,16.2,7.246,,128 - 256 g,"acanthurid grit, nothing recognizable",
1503,KIF11_136,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,97.00,170.0,152.0,126.0,17.5,14.2,6.600,,64 - 128 g,"acanthurid grit, nothing recognizable",
1504,KIF11_137,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,183.90,231.0,198.0,169.0,17.0,14.6,7.523,,128 - 256 g,"acanthurid grit, tiny bits of algae",
1505,KIF11_138,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,477.70,305.0,262.0,223.0,11.2,12.2,8.900,,256 - 512 g,"acanthurid grit, tiny bits of algae",
1506,KIF11_139,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,63.60,159.0,140.0,114.0,16.8,13.8,5.991,,32 - 64 g,acanthurid grit,
1507,KIF11_140,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,41.90,125.0,118.0,101.0,11.9,10.0,5.389,,32 - 64 g,acanthurid grit,
1509,KIF11_142,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,96.10,151.0,145.0,112.0,15.4,12.2,6.586,,64 - 128 g,acanthurid grit,
1510,KIF11_143,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,69.70,152.0,138.0,115.0,15.1,11.5,6.123,,64 - 128 g,acanthurid grit,
1511,KIF11_144,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,69.80,168.0,149.0,125.0,17.0,14.9,6.125,,64 - 128 g,acanthurid grit,
1512,KIF11_145,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,79.60,170.0,149.0,124.0,18.5,13.5,6.315,,64 - 128 g,acanthurid grit,
1513,KIF11_146,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,71.80,155.0,141.0,116.0,14.4,12.0,6.166,,64 - 128 g,acanthurid grit,
1515,KIF11_148,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,145.00,224.0,194.0,158.0,25.1,17.1,7.180,,128 - 256 g,acanthurid grit,
1516,KIF11_149,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,153.80,200.0,176.0,151.0,22.1,17.7,7.265,,128 - 256 g,acanthurid grit,
1517,KIF11_150,3,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,56.30,145.0,130.0,110.0,14.3,10.5,5.815,,32 - 64 g,acanthurid grit,
1531,KIF11_164,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,10.30,77.9,70.0,556.0,7.6,6.0,3.365,,8 - 16 g,acanthurid grit,
1544,KIF11_177,15,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,96.40,179.0,156.0,130.0,18.1,13.4,6.591,,64 - 128 g,acanthurid grit,sat out 24 hours before dissection
1545,KIF11_178,35,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,124.00,198.0,175.0,146.0,20.0,17.6,6.954,,64 - 128 g,acanthurid grit,
1546,KIF11_179,35,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,45.40,138.0,122.0,101.0,12.8,10.7,5.505,,32 - 64 g,acanthurid grit,
1575,KIF11_208,19,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,258.90,240.0,218.0,181.0,27.1,17.2,8.016,,256 - 512 g,standard acanthurid shit,
1576,KIF11_209,19,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,234.00,238.0,209.0,176.0,26.4,15.0,7.870,,128 - 256 g,standard acanthurid shit,
1577,KIF11_210,19,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,233.30,230.0,207.0,169.0,24.4,15.1,7.866,,128 - 256 g,standard acanthurid shit,
1578,KIF11_211,15,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,250.30,235.0,208.0,173.0,26.0,17.2,7.968,,128 - 256 g,standard acanthurid shit,
1588,KIF11_221,10,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,56.20,131.0,123.0,98.0,14.5,9.7,5.812,,32 - 64 g,grit,
1635,KIF11_268,2,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,175.20,232.0,208.0,171.0,27.1,17.0,7.453,,128 - 256 g,"grit, crustacean carapaces and algae",
1636,KIF11_269,2,CT.MARG,Ctenochaetus marginatus,De,LP.MF,,228.70,231.0,206.0,176.0,27.6,21.0,7.837,,128 - 256 g,ctenochaetid grit,
1640,KIF11_273,15,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,63.80,145.0,135.0,116.0,17.4,12.8,5.995,,32 - 64 g,ctenochaetid grit,striatus?
1642,KIF11_275,15,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,67.30,145.0,136.0,109.0,12.5,9.9,6.073,,64 - 128 g,ctenochaetid grit,striatus?
1643,KIF11_276,15,CT.MARG,Ctenochaetus marginatus,De,LP.LF,,94.80,176.0,152.0,123.0,16.3,13.0,6.567,,64 - 128 g,ctenochaetid grit,
1657,KIF11_386,40,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,50.40,130.0,114.0,99.0,14.2,10.4,5.655,,32 - 64 g,ctenochaetid grit,
1734,KIF11_463,40,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,123.50,185.0,165.0,136.0,21.3,11.4,6.948,,64 - 128 g,acanthurid grit,
1735,KIF11_464,40,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,130.80,195.0,171.0,142.0,24.0,11.0,7.031,,128 - 256 g,acanthurid grit,
1772,KIF11_309,40,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,3.70,58.3,54.1,44.9,5.7,3.8,1.888,,2 - 4 g,,
1773,KIF11_310,40,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,39.90,124.9,111.9,92.2,12.2,5.8,5.318,,32 - 64 g,,
1944,KIF11_577,8,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,109.10,177.0,162.0,131.0,11.0,11.0,6.770,,64 - 128 g,"crustaceans <1mm, sand",shot through head
1947,KIF11_580,35,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,11.90,81.4,74.6,61.5,7.4,4.3,3.573,,8 - 16 g,"crustaceans <1mm, sand",students were uncertain of ID
1948,KIF11_581,9,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,4.60,0.0,0.0,48.7,5.0,2.0,2.202,,4 - 8 g,,students were uncertain of ID
2025,KIF11_1066,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,8.00,72.5,66.8,56.0,4.5,4.3,3.000,,4 - 8 g,whole stomach retained,
2026,KIF11_1067,27,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,11.60,0.0,0.0,59.9,4.3,3.2,3.536,,8 - 16 g,whole stomach retained,tail broken
2039,KIF11_1080,30,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,2.90,0.0,42.9,38.9,3.5,2.2,1.536,,2 - 4 g,whole stomach retained,tail broken
2040,KIF11_1081,30,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,2.00,0.0,0.0,33.4,2.2,1.9,1.000,,1 - 2 g,whole stomach retained,tail broken
2041,KIF11_1082,30,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,1.80,40.9,40.9,33.5,2.6,1.9,0.848,,1 - 2 g,whole stomach retained,
2385,KIF12.091,40,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,220.00,228.0,,165.0,27.5,19.2,7.781,NA,128 - 256 g,grit,
2393,KIF12.099,40,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,210.00,225.0,,168.0,25.6,12.3,7.714,NA,128 - 256 g,,
2394,KIF12.100,40,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,369.00,127.0,,88.1,14.6,9.9,8.527,NA,256 - 512 g,grit ,Note: one otolith broke in half
2396,KIF12.102,40,CT.MARG,Ctenochaetus marginatus,De,HP.MF,,93.90,180.0,,125.4,16.3,13.8,6.553,NA,64 - 128 g,,
2427,KIF12.133,30,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,24.60,109.1,,81.4,13.3,11.6,4.621,NA,16 - 32 g,green goop,
2428,KIF12.134,30,CT.MARG,Ctenochaetus marginatus,De,HP.HF,,66.00,139.0,,103.0,16.0,13.5,6.044,NA,64 - 128 g,green goop,
2562,KIF12.268,8,CT.MARG,Ctenochaetus marginatus,De,HP.LF,,33.40,126.5,,89.4,12.6,12.9,5.062,,32 - 64 g,greenish-brown grit,
1792,KIF11_329,32,GN.AURE,Gnathodentex aureolineatus,BI,HP.HF,,15.40,108.6,96.0,89.2,8.8,8.4,3.945,,8 - 16 g,,
2529,KIF12.235,40,LE.OLIV,Lethrinus olivaceus,AP,HP.MF,,4990.00,810.0,,675.0,89.0,75.4,12.285,,4.10 - 8.19 kg,empty gut,
1385,KIF11_018,34,LU.BOHA,Lutjanus bohar,AP,HP.LF,,91.10,178.0,165.0,140.0,32.8,30.8,6.509,,64 - 128 g,empty,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
1392,KIF11_025,35,LU.BOHA,Lutjanus bohar,AP,HP.LF,,110.60,189.0,172.0,149.0,33.8,32.4,6.789,60,64 - 128 g,"fish, >=60mm and other digested tissue","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
1467,KIF11_100,19,LU.BOHA,Lutjanus bohar,AP,LP.LF,,3000.00,585.0,552.0,485.0,76.0,93.5,11.551,50 to 120,2.05 -4.10 kg,100% pterocaesio tile; 19+ individuals,
1468,KIF11_101,19,LU.BOHA,Lutjanus bohar,AP,LP.LF,,2420.00,530.0,510.0,455.0,76.0,84.7,11.241,40 to 60,2.05 -4.10 kg,at least 6 caesionids and other unidentifiable fish remains,
1496,KIF11_129,9,LU.BOHA,Lutjanus bohar,AP,HP.MF,,150.80,214.0,190.0,166.0,40.0,42.8,7.236,,128 - 256 g,small amount of digesting fish material,
1519,KIF11_152,3,LU.BOHA,Lutjanus bohar,AP,LP.MF,,132.70,204.0,187.0,157.0,38.3,57.4,7.052,,128 - 256 g,unidentifiable snot,
1591,KIF11_224,10,LU.BOHA,Lutjanus bohar,AP,LP.LF,,184.90,229.0,209.0,175.0,38.0,37.1,7.531,,128 - 256 g,Fish scales and bones,
1592,KIF11_225,10,LU.BOHA,Lutjanus bohar,AP,LP.LF,,294.50,268.0,245.0,205.0,46.0,52.7,8.202,,256 - 512 g,empty,
1594,KIF11_227,15,LU.BOHA,Lutjanus bohar,AP,LP.LF,,2180.00,524.0,490.0,425.0,72.0,73.0,11.090,,2.05 -4.10 kg,digested fish tissue,
1595,KIF11_228,15,LU.BOHA,Lutjanus bohar,AP,LP.LF,,2920.00,575.0,530.0,465.0,78.0,72.0,11.512,>45mm,2.05 -4.10 kg,digested fish,
1606,KIF11_239,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,381.50,292.0,270.0,241.0,46.0,43.5,8.576,>30mm,256 - 512 g,digesting fish,
1609,KIF11_242,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,83.80,176.0,161.0,144.0,30.0,28.3,6.389,,64 - 128 g,digesting fish snot,
1667,KIF11_396,38,LU.BOHA,Lutjanus bohar,AP,LP.MF,,593.90,340.0,310.0,263.0,51.1,58.3,9.214,129mm,512 - 1024 g,Pterocaesio,
1688,KIF11_417,24,LU.BOHA,Lutjanus bohar,AP,LP.MF,,202.90,238.0,215.0,182.0,45.5,43.5,7.665,,128 - 256 g,snot,
1689,KIF11_418,24,LU.BOHA,Lutjanus bohar,AP,LP.MF,,129.00,209.0,186.0,160.0,30.7,35.0,7.011,>25mm,128 - 256 g,unidentifiable fish remains,
1690,KIF11_419,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,104.20,198.0,180.0,156.0,35.2,34.4,6.703,,64 - 128 g,fish scales - chum,
1691,KIF11_420,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,387.20,296.0,270.0,234.0,50.0,47.7,8.597,,256 - 512 g,chum,
1692,KIF11_421,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,479.90,322.0,295.0,255.0,54.4,48.2,8.907,,256 - 512 g,chum,
1693,KIF11_422,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,560.90,341.0,312.0,266.0,57.3,54.6,9.132,,512 - 1024 g,schmitz,
1696,KIF11_425,3,LU.BOHA,Lutjanus bohar,AP,LP.MF,,411.00,304.0,272.0,237.0,49.1,44.6,8.683,,256 - 512 g,chum,
1698,KIF11_427,3,LU.BOHA,Lutjanus bohar,AP,LP.MF,,139.80,213.0,193.0,163.0,34.4,37.0,7.127,,128 - 256 g,chum + snot,
1715,KIF11_444,8,LU.BOHA,Lutjanus bohar,AP,HP.LF,,757.70,364.0,336.0,285.0,57.0,54.0,9.565,,512 - 1024 g,fish mush,
1732,KIF11_461,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,175.30,220.0,200.0,168.0,39.5,36.8,7.454,,128 - 256 g,chum,
1733,KIF11_462,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,67.50,168.0,154.0,129.0,32.0,31.2,6.077,,64 - 128 g,chum,gutshot
1764,KIF11_301,10,LU.BOHA,Lutjanus bohar,AP,LP.LF,,2900.00,560.0,520.0,454.0,89.0,71.2,11.502,>108mm,2.05 -4.10 kg,fish remains >108mm,
1807,KIF11_344,10,LU.BOHA,Lutjanus bohar,AP,LP.LF,,176.90,234.0,211.0,184.0,23.2,22.6,7.467,,128 - 256 g,couldn't retrieve,"CHECK WITH KELSEA - NOTES SAY SHOT THROUGH EYE, BUT DOES NOT APPEAR TO BE SO IN THE PHOTO, AND MEASUREMENTS DON'T LINE UP VERY WELL;shot through eye"
2301,KIF12.007,30,LU.BOHA,Lutjanus bohar,AP,HP.HF,,73.00,180.0,,137.0,30.0,25.5,6.190,NA,64 - 128 g,stomach empty,
2305,KIF12.011,30,LU.BOHA,Lutjanus bohar,AP,HP.HF,,43.40,149.4,,111.4,27.3,29.0,5.440,NA,32 - 64 g,,
2361,KIF12.067,25,LU.BOHA,Lutjanus bohar,AP,LP.MF,,166.00,236.0,,184.0,33.7,39.0,7.375,8mm; 7mm,128 - 256 g,"2 crabs: 8mm carapace width, 7 mm carapace width; fish scales",See photos of prey items
2363,KIF12.069,25,LU.BOHA,Lutjanus bohar,AP,LP.MF,,260.00,249.0,,199.0,35.6,42.7,8.022,NA,256 - 512 g,"fish scales, large piece of fish (skin?)",See photos of prey items
2414,KIF12.120,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,36.30,141.2,,109.1,30.3,28.7,5.182,20mm,32 - 64 g,mantis shrimp; see photo,
2415,KIF12.121,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,140.00,217.0,,169.0,39.1,43.1,7.129,12mm,128 - 256 g,fish scales (n~=6); see photo,
2419,KIF12.125,30,LU.BOHA,Lutjanus bohar,AP,HP.HF,,210.00,274.0,,224.0,48.6,51.6,7.714,NA,128 - 256 g,,
2424,KIF12.130,30,LU.BOHA,Lutjanus bohar,AP,HP.HF,,79.00,18.4,,14.4,35.2,40.0,6.304,NA,64 - 128 g,fish scales,
2449,KIF12.155,6,LU.BOHA,Lutjanus bohar,AP,HP.LF,,40.00,147.9,,113.1,27.4,29.9,5.322,NA,32 - 64 g,crab bits,
2468,KIF12.174,30,LU.BOHA,Lutjanus bohar,AP,HP.HF,,85.60,192.0,,152.0,25.1,24.2,6.420,snail: 8.0mm,64 - 128 g,"whole snail, see photo; crustacean remains, pincers, shells",
2484,KIF12.190,19,LU.BOHA,Lutjanus bohar,AP,LP.LF,,360.00,330.0,,255.0,57.3,66.4,8.492,,256 - 512 g,"fish scale, crustacean remains",
2489,KIF12.195,19,LU.BOHA,Lutjanus bohar,AP,LP.LF,,680.00,360.0,,294.0,56.6,60.1,9.409,,512 - 1024 g,crab larvae,
2490,KIF12.196,19,LU.BOHA,Lutjanus bohar,AP,LP.LF,,1130.00,440.0,,350.0,68.6,79.2,10.142,,1.02 - 2.05 kg,non-descriptive digested shit,
2501,KIF12.207,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,36.60,135.6,,100.8,30.3,30.7,5.194,shrimp 2cm,32 - 64 g,shrimp. Fish scales (see photo),
2502,KIF12.208,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,240.00,256.0,,204.0,45.5,45.5,7.907,,128 - 256 g,empty stomach,
2528,KIF12.234,40,LU.BOHA,Lutjanus bohar,AP,HP.MF,,1640.00,510.0,,400.0,80.0,88.0,10.679,,1.02 - 2.05 kg,"tuna chum, none retained",
2572,KIF12.278,38,LU.BOHA,Lutjanus bohar,AP,LP.MF,,4536.00,666.0,,538.0,97.1,117.3,12.147,,4.10 - 8.19 kg,empty stomach,
2588,KIF12.294,3,LU.BOHA,Lutjanus bohar,AP,LP.MF,,380.00,302.0,,240.0,57.1,57.0,8.570,65mm,256 - 512 g,digested fish remains,
2598,KIF12.304,38,LU.BOHA,Lutjanus bohar,AP,LP.MF,,590.00,338.0,,270.0,59.0,59.4,9.205,,512 - 1024 g,fish scales & crustacean parts,
2607,KIF12.313,15,LU.BOHA,Lutjanus bohar,AP,LP.LF,,3175.00,698.0,,494.0,99.3,102.0,11.633,,2.05 -4.10 kg,empty stomach,
1305,LU.GIBB001,Site Not Certain,LU.GIBB,Lutjanus gibbus,Pi,,,3.10,60.6,,50.5,9.7,6.9,1.632,NA,2 - 4 g,NA,needs to be ID'd
1302,LUTKAS008RT,Site Not Certain,LU.KASM,Lutjanus kasmira,Pi,,,2.50,57.5,0.0,48.6,8.4,5.6,1.322,NA,2 - 4 g,NA,"no label; lut ful 083,084 and 085 IDs were in both RT and CW dissection sheets. The IDs of the 3 fish in RTs dissection sheets were given the suffix _RT"
1303,LUTKAS009,Site Not Certain,LU.KASM,Lutjanus kasmira,Pi,,,1.00,43.3,0.0,35.5,6.5,4.6,0.000,NA,0.5 - 1 g,NA,"no label; lut ful 083,084 and 085 IDs were in both RT and CW dissection sheets. The IDs of the 3 fish in RTs dissection sheets were given the suffix _RT"
1304,LUTKAS010,Site Not Certain,LU.KASM,Lutjanus kasmira,Pi,,,1.00,43.5,0.0,35.9,7.1,4.8,0.000,NA,0.5 - 1 g,NA,"no label; lut ful 083,084 and 085 IDs were in both RT and CW dissection sheets. The IDs of the 3 fish in RTs dissection sheets were given the suffix _RT"
1610,KIF11_243,40,LU.KASM,Lutjanus kasmira,Pi,HP.MF,,89.60,187.0,175.0,146.0,31.8,30.0,6.485,,64 - 128 g,"empty, crustacean eyeballs in lower GI",
1372,KIF11_005,34,ME.NIGE,Melichthys niger,ZP,HP.LF,,99.80,162.0,156.0,133.0,11.5,10.2,6.641,,64 - 128 g,crustacean bits,date of processing not certain
1375,KIF11_008,34,ME.NIGE,Melichthys niger,ZP,HP.LF,,43.00,130.0,123.0,104.0,9.4,7.9,5.426,,32 - 64 g,grit w/ fine red strings - turf?,date of processing not certain
1384,KIF11_017,34,ME.NIGE,Melichthys niger,ZP,HP.LF,,408.80,271.0,258.0,226.0,17.2,15.4,8.675,,256 - 512 g,"unidentifiable grit, some crustacean carapace crumbs","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
1387,KIF11_020,35,ME.NIGE,Melichthys niger,ZP,HP.LF,,71.30,153.0,145.0,124.0,11.1,9.1,6.156,,64 - 128 g,full of unidentifiable goop; possibly tiny crustaceans - check on scope,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
1411,KIF11_044,6,ME.NIGE,Melichthys niger,ZP,HP.LF,,392.00,269.0,259.0,225.0,8.0,11.0,8.615,,256 - 512 g,"gut shot, remaining stomach appears to be algal detritus",
1434,KIF11_067,27,ME.NIGE,Melichthys niger,ZP,HP.HF,,205.70,210.0,200.0,177.0,11.0,9.7,7.684,,128 - 256 g,turf and algae gunk,
1436,KIF11_069,27,ME.NIGE,Melichthys niger,ZP,HP.HF,,161.90,190.0,183.0,153.0,13.0,9.5,7.339,,128 - 256 g,algae tiny crustacean bits,
1440,KIF11_073,35,ME.NIGE,Melichthys niger,ZP,HP.LF,,68.60,150.0,143.0,122.0,12.2,8.0,6.100,,64 - 128 g,"crustacean parts and other gritty material, sand",
1442,KIF11_075,35,ME.NIGE,Melichthys niger,ZP,HP.LF,,205.00,214.0,200.0,175.0,13.4,11.6,7.679,,128 - 256 g,crustacean bits,
1444,KIF11_077,35,ME.NIGE,Melichthys niger,ZP,HP.LF,,480.30,280.0,267.0,234.0,15.5,14.0,8.908,,256 - 512 g,crustacean bits,
1450,KIF11_083,3,ME.NIGE,Melichthys niger,ZP,LP.MF,,378.30,262.0,250.0,220.0,15.1,14.5,8.563,,256 - 512 g,tiny crustacean bits and assorted grit,
1452,KIF11_085,3,ME.NIGE,Melichthys niger,ZP,LP.MF,,355.80,254.0,235.0,209.0,14.6,13.6,8.475,,256 - 512 g,crab carapace (shattered) and other crustacean bits,
1456,KIF11_089,25,ME.NIGE,Melichthys niger,ZP,LP.MF,,290.20,236.0,221.0,195.0,12.0,12.5,8.181,,256 - 512 g,Balistid grit w/ algae and crustacean crumbs,
1478,KIF11_111,19,ME.NIGE,Melichthys niger,ZP,LP.LF,,409.40,262.0,248.0,217.0,18.6,14.4,8.677,,256 - 512 g,parrotfish goop,
1482,KIF11_115,27,ME.NIGE,Melichthys niger,ZP,HP.HF,,134.40,180.0,173.0,145.0,13.0,10.0,7.070,,128 - 256 g,"algae, crustacean bits",
1542,KIF11_175,15,ME.NIGE,Melichthys niger,ZP,LP.LF,,581.00,283.0,272.0,235.0,17.7,15.2,9.182,,512 - 1024 g,crustacean crumbs,sat out 24 hours before dissection
1547,KIF11_180,35,ME.NIGE,Melichthys niger,ZP,HP.LF,,492.00,275.0,259.0,226.0,16.1,13.2,8.943,,256 - 512 g,crustacean crumbs,
1550,KIF11_183,8,ME.NIGE,Melichthys niger,ZP,HP.LF,,421.50,273.0,260.0,221.0,17.4,16.2,8.719,,256 - 512 g,crustacean gut and turf,
1551,KIF11_184,8,ME.NIGE,Melichthys niger,ZP,HP.LF,,428.70,270.0,257.0,223.0,15.0,14.7,8.744,,256 - 512 g,"crustacean bits, algae",
1552,KIF11_185,8,ME.NIGE,Melichthys niger,ZP,HP.LF,,262.70,240.0,223.0,197.0,14.7,13.0,8.037,,256 - 512 g,typical melichthys grit,
1560,KIF11_193,2,ME.NIGE,Melichthys niger,ZP,LP.MF,,460.00,282.0,264.0,230.0,10.7,12.2,8.845,,256 - 512 g,balistid grit,
1561,KIF11_194,2,ME.NIGE,Melichthys niger,ZP,LP.MF,,506.50,294.0,279.0,240.0,22.0,15.6,8.984,,256 - 512 g,balistid grit,
1565,KIF11_198,3,ME.NIGE,Melichthys niger,ZP,LP.MF,,320.40,235.0,225.0,196.0,13.1,12.2,8.324,,256 - 512 g,"typical melichthys: algae, grit, crustacean crumbs",
1566,KIF11_199,3,ME.NIGE,Melichthys niger,ZP,LP.MF,,501.90,287.0,269.0,235.0,16.1,15.1,8.971,,256 - 512 g,grit with some algae visible,
1567,KIF11_200,3,ME.NIGE,Melichthys niger,ZP,LP.MF,,366.30,247.0,234.0,200.0,14.4,13.5,8.517,,256 - 512 g,grit and some crustacean bits,
1568,KIF11_201,3,ME.NIGE,Melichthys niger,ZP,LP.MF,,156.40,190.0,179.0,155.0,12.6,11.2,7.289,,128 - 256 g,grit,
1634,KIF11_267,2,ME.NIGE,Melichthys niger,ZP,LP.MF,,453.00,274.0,258.0,215.0,20.1,13.8,8.823,,256 - 512 g,balistid grit,
1637,KIF11_270,2,ME.NIGE,Melichthys niger,ZP,LP.MF,,463.80,265.0,250.0,209.0,19.0,14.3,8.857,,256 - 512 g,"grit, crustacean carapaces and algae",
1699,KIF11_428,3,ME.NIGE,Melichthys niger,ZP,LP.MF,,294.30,235.0,224.0,193.0,13.3,12.0,8.201,,256 - 512 g,"tiny crustaceans, gastropod shells",
1938,KIF11_571,30,ME.NIGE,Melichthys niger,ZP,HP.HF,,212.90,203.0,198.0,173.0,6.0,8.3,7.734,,128 - 256 g,"algae, something purple","no fork, head impenetrable"
1939,KIF11_572,30,ME.NIGE,Melichthys niger,ZP,HP.HF,,294.90,237.0,228.0,197.0,5.2,8.5,8.204,,256 - 512 g,algae,"no fork, head impenetrable"
1940,KIF11_573,30,ME.NIGE,Melichthys niger,ZP,HP.HF,,353.10,252.0,243.0,209.0,9.3,10.8,8.464,,256 - 512 g,algae,"no fork, head impenetrable"
1941,KIF11_574,30,ME.NIGE,Melichthys niger,ZP,HP.HF,,401.70,0.0,0.0,225.0,9.7,12.1,8.650,,256 - 512 g,algae,"no fork, head impenetrable"
2360,KIF12.066,30,ME.NIGE,Melichthys niger,ZP,HP.HF,,360.00,241.0,,209.0,7.5,12.9,8.492,NA,256 - 512 g,,This gape size also seems off (likely measured incorrectly by AB)
2382,KIF12.088,24,ME.NIGE,Melichthys niger,ZP,LP.MF,,300.00,220.0,,178.0,15.4,12.0,8.229,NA,256 - 512 g,little crustacean bits,
2384,KIF12.090,24,ME.NIGE,Melichthys niger,ZP,LP.MF,,160.30,197.0,,161.0,13.6,8.8,7.325,NA,128 - 256 g,"green goop, red turf, piece of crustacean",
2386,KIF12.092,40,ME.NIGE,Melichthys niger,ZP,HP.MF,,199.60,195.0,0.0,162.0,14.1,10.1,7.641,NA,128 - 256 g,green goop,
2455,KIF12.161,6,ME.NIGE,Melichthys niger,ZP,HP.LF,,68.10,146.5,,116.8,11.4,8.6,6.090,NA,64 - 128 g,green goop,
2480,KIF12.186,19,ME.NIGE,Melichthys niger,ZP,LP.LF,,260.00,257.0,,217.0,17.4,15.0,8.022,,256 - 512 g,"green yellow goop, red pieces",
2482,KIF12.188,19,ME.NIGE,Melichthys niger,ZP,LP.LF,,275.00,225.0,,183.0,14.1,12.0,8.103,,256 - 512 g,yellow gook,
2524,KIF12.230,6,ME.NIGE,Melichthys niger,ZP,HP.LF,,350.10,244.0,,198.0,17.2,13.0,8.452,,256 - 512 g,green grit w. crustacean parts,
2537,KIF12.243,15,ME.NIGE,Melichthys niger,ZP,LP.LF,,290.00,266.0,,184.0,15.8,13.1,8.180,,256 - 512 g,green goop,
2538,KIF12.244,15,ME.NIGE,Melichthys niger,ZP,LP.LF,,430.00,277.0,,218.0,23.0,16.9,8.748,,256 - 512 g,yellow-brown gook,
2539,KIF12.245,15,ME.NIGE,Melichthys niger,ZP,LP.LF,,530.00,274.0,,226.0,19.0,15.5,9.050,,512 - 1024 g,green goop,
2540,KIF12.246,15,ME.NIGE,Melichthys niger,ZP,LP.LF,,450.00,283.0,,234.0,21.0,16.5,8.814,,256 - 512 g,"green/yellow goop, pink hard bits",
2544,KIF12.250,15,ME.NIGE,Melichthys niger,ZP,LP.LF,,320.00,244.0,,196.0,17.1,13.7,8.322,,256 - 512 g,,
2567,KIF12.273,8,ME.NIGE,Melichthys niger,ZP,HP.LF,,66.50,147.4,,112.8,9.9,8.6,6.055,,64 - 128 g,gut shot,
2593,KIF12.299,3,ME.NIGE,Melichthys niger,ZP,LP.MF,,93.70,159.2,,135.3,13.5,10.0,6.550,,64 - 128 g,green grit,
